,TEAM_ID,SEASON,REL_BENCH_PTS,REL_OFF_RTG,REL_W_PCT
0,1610612737,2010-11,-0.015223639464965239,-0.4040779543727223,0.23423351906931467
1,1610612738,2010-11,-0.850602877175501,-0.15283777548813082,1.1585063240455273
2,1610612739,2010-11,0.9214436456796514,-1.5660637817139629,-1.6966103543398963
3,1610612740,2010-11,-0.2772963513707126,-0.2156478202092798,0.3861687746818429
4,1610612741,2010-11,-0.6946714110724587,0.31823755992047986,1.6206427265336332
5,1610612742,2010-11,1.8909149568344172,0.977743029492533,1.2344739518517907
6,1610612743,2010-11,1.2344749404559605,1.5744384543434418,0.6963699215574206
7,1610612744,2010-11,-1.3547063892054523,0.31823755992047986,-0.38616877468184185
8,1610612745,2010-11,0.28082146102115774,1.103363118934831,0.15193525561252857
9,1610612746,2010-11,-0.7820289817077075,-0.8437482674207607,-0.69636992155742
10,1610612747,2010-11,-0.5515020591980226,1.0719580965742588,1.2344739518517907
11,1610612748,2010-11,-1.806053837487573,1.5116284096222927,1.3104415796580549
12,1610612749,2010-11,-0.010370441096339751,-1.7230888935168331,-0.46213640248810595
13,1610612750,2010-11,0.6994847153516129,-1.06358342394478,-1.8548762456029464
14,1610612751,2010-11,0.050953614833136915,-1.3462286251899436,-1.3104415796580544
15,1610612752,2010-11,-0.8160013702880824,1.1975781860165522,0.07596762780626445
16,1610612753,2010-11,-0.7456299939430202,0.38104760464162885,0.8483051771699488
17,1610612754,2010-11,0.5162015818994674,-0.812343245060184,-0.3102011468755777
18,1610612755,2010-11,1.6403461225431881,-0.15283777548813082,3.514208729861192e-16
19,1610612756,2010-11,1.8459779349027041,0.7893128953290905,-0.07596762780626376
20,1610612757,2010-11,-1.2794818144917652,0.3496425822810521,0.5381040302943704
21,1610612758,2010-11,0.5987059541660915,-1.2206085357476502,-1.3104415796580544
22,1610612759,2010-11,1.0888183244176035,1.5430334319828694,1.5446750987273692
23,1610612760,2010-11,-0.14868659460215097,1.2917932530982734,1.0825386962392631
24,1610612761,2010-11,0.2229126187584906,-0.37267293201215,-1.4687074709211043
25,1610612762,2010-11,-1.1920643278272742,0.12980742575703735,-0.15193525561252785
26,1610612763,2010-11,-0.7213640020998956,-0.027217686045832863,0.3861687746818429
27,1610612764,2010-11,-0.682538415150896,-1.5346587593533907,-1.3927398431148401
28,1610612765,2010-11,1.586331822181269,0.03559235867531166,-0.8483051771699481
29,1610612766,2010-11,-0.6491651868629444,-1.1577984910265011,-0.53810403029437
30,1610612737,2011-12,-0.3258428394401865,0.17719217832851056,0.6911694254636114
31,1610612738,2011-12,-1.6860951773328146,-0.9108299693027075,0.5934546150776152
32,1610612739,2011-12,0.13767696115232098,-1.1595207459041323,-1.1849549339475123
33,1610612740,2011-12,-0.28721618939081117,-1.0973480517537761,-1.1849549339475123
34,1610612741,2011-12,-0.40309613953893786,0.8300054669072396,1.6813461707083712
35,1610612742,2011-12,1.7986229132754727,-0.2580166807239785,0.2937958632272279
36,1610612743,2011-12,1.920445424969658,1.451732408410793,0.49573980469161916
37,1610612744,2011-12,0.18818873429381222,0.3947966078547506,-0.9895253131755204
38,1610612745,2011-12,-0.04357116600244187,0.27045121955404267,0.09836624245523566
39,1610612746,2011-12,-1.2516482163040976,1.0476098964334841,0.6911694254636114
40,1610612747,2011-12,-2.0670133724351185,0.4569693020051068,0.7888842358496075
41,1610612748,2011-12,-1.4044177600496752,0.7678327727568834,1.2839726084719871
42,1610612749,2011-12,0.39617838840583514,0.17719217832851056,-0.19477818870275268
43,1610612750,2011-12,0.5404454979393604,-0.10258494534809016,-0.6898665613251322
44,1610612751,2011-12,0.15253336501746587,-0.6621391927012872,-1.0872401235615161
45,1610612752,2011-12,-0.35852692794350455,-0.13367129242326606,0.2937958632272279
46,1610612753,2011-12,-1.4816710601484264,0.17719217832851056,0.39802499430562377
47,1610612754,2011-12,-0.17156479930214777,0.5191419961554631,0.8865990462356036
48,1610612755,2011-12,1.7689101055451844,-0.040412251197733964,0.19608105284123178
49,1610612756,2011-12,0.7527320811693015,0.5191419961554631,0.0006514320692395402
50,1610612757,2011-12,0.03962469564236745,0.30153756662921855,-0.4944369405531404
51,1610612758,2011-12,-0.628913478289134,-0.2580166807239785,-1.0872401235615161
52,1610612759,2011-12,2.015754969766047,2.073459349914346,1.6813461707083712
53,1610612760,2011-12,-0.025743481364267996,1.6382504908618571,1.3816874188579833
54,1610612761,2011-12,0.47343168850458583,-1.03517535760342,-0.9895253131755204
55,1610612762,2011-12,0.5387998655112219,0.5813146903058193,0.2937958632272279
56,1610612763,2011-12,-0.20475171993628574,-0.2580166807239785,0.7888842358496075
57,1610612764,2011-12,0.2297866651162165,-1.2527797871296644,-1.2826697443335084
58,1610612765,2011-12,-0.6497124437003361,-1.2527797871296644,-0.7875813717111284
59,1610612766,2011-12,0.03665341486933847,-2.962528876264436,-2.5659909207362563
60,1610612737,2012-13,-0.46868304149748624,-0.11871794120216504,0.2418211290831417
61,1610612738,2012-13,0.13020841195094224,-0.585804922981178,0.03866516698077401
62,1610612739,2012-13,-0.4009900367746316,-0.6733837320647417,-1.357212895206461
63,1610612740,2012-13,0.37631239676710937,-0.11871794120216504,-1.1212898424424211
64,1610612741,2012-13,-0.9798819392321445,-0.7901554775094918,0.320462146671155
65,1610612742,2012-13,1.690490385007351,0.14401848604852585,-0.0006553418132326439
66,1610612743,2012-13,1.628388032866972,1.311735940496052,1.277261193991982
67,1610612744,2012-13,-0.3494926338628647,0.31917610421565723,0.47774418184718087
