,TEAM_ID,GAME_ID,SEASON,BENCH_PTS,OFF_RTG,SEASON_W_PCT
0,1610612738,0021700001,2017-18,27.0,105.3,0.671
1,1610612739,0021700001,2017-18,25.0,110.6,0.61
2,1610612745,0021700002,2017-18,58.0,112.2,0.793
3,1610612744,0021700002,2017-18,48.0,112.3,0.707
4,1610612766,0021700003,2017-18,26.0,107.0,0.439
5,1610612765,0021700003,2017-18,37.0,104.9,0.476
6,1610612751,0021700004,2017-18,55.0,104.3,0.341
7,1610612754,0021700004,2017-18,45.0,107.2,0.585
8,1610612748,0021700005,2017-18,31.0,104.5,0.537
9,1610612753,0021700005,2017-18,32.0,102.8,0.305
10,1610612755,0021700006,2017-18,25.0,107.4,0.634
11,1610612764,0021700006,2017-18,41.0,106.9,0.524
12,1610612749,0021700007,2017-18,30.0,107.8,0.537
13,1610612738,0021700007,2017-18,32.0,105.3,0.671
14,1610612740,0021700008,2017-18,8.0,107.7,0.585
15,1610612763,0021700008,2017-18,53.0,101.8,0.268
16,1610612737,0021700009,2017-18,57.0,102.4,0.293
17,1610612742,0021700009,2017-18,47.0,104.1,0.293
18,1610612743,0021700010,2017-18,39.0,109.6,0.561
19,1610612762,0021700010,2017-18,44.0,106.2,0.585
20,1610612750,0021700011,2017-18,26.0,110.8,0.573
21,1610612759,0021700011,2017-18,30.0,105.5,0.573
22,1610612757,0021700012,2017-18,61.0,106.1,0.598
23,1610612756,0021700012,2017-18,26.0,100.8,0.256
24,1610612745,0021700013,2017-18,19.0,112.2,0.793
25,1610612758,0021700013,2017-18,27.0,101.1,0.329
26,1610612741,0021700014,2017-18,36.0,101.3,0.329
27,1610612761,0021700014,2017-18,48.0,111.0,0.72
28,1610612752,0021700015,2017-18,23.0,104.1,0.354
29,1610612760,0021700015,2017-18,16.0,107.6,0.585
30,1610612746,0021700016,2017-18,38.0,107.7,0.512
31,1610612747,0021700016,2017-18,41.0,104.2,0.427
32,1610612737,0021700017,2017-18,29.0,102.4,0.293
33,1610612766,0021700017,2017-18,42.0,107.0,0.439
34,1610612757,0021700018,2017-18,36.0,106.1,0.598
35,1610612754,0021700018,2017-18,43.0,107.2,0.585
36,1610612738,0021700019,2017-18,30.0,105.3,0.671
37,1610612755,0021700019,2017-18,21.0,107.4,0.634
38,1610612765,0021700020,2017-18,38.0,104.9,0.476
39,1610612764,0021700020,2017-18,22.0,106.9,0.524
40,1610612739,0021700021,2017-18,45.0,110.6,0.61
41,1610612749,0021700021,2017-18,23.0,107.8,0.537
42,1610612753,0021700022,2017-18,34.0,102.8,0.305
