,TEAM_ID,GAME_ID,SEASON,BENCH_PTS,OFF_RTG,SEASON_W_PCT
0,1610612740,0021900001,2019-20,57.0,108.0,0.417
1,1610612761,0021900001,2019-20,23.0,109.0,0.736
2,1610612747,0021900002,2019-20,19.0,109.6,0.732
3,1610612746,0021900002,2019-20,60.0,111.1,0.681
4,1610612741,0021900003,2019-20,51.0,104.1,0.338
5,1610612766,0021900003,2019-20,47.0,103.9,0.354
6,1610612765,0021900004,2019-20,57.0,106.1,0.303
7,1610612754,0021900004,2019-20,16.0,107.9,0.616
8,1610612739,0021900005,2019-20,21.0,104.4,0.292
9,1610612753,0021900005,2019-20,36.0,106.1,0.452
10,1610612750,0021900006,2019-20,32.0,105.3,0.297
11,1610612751,0021900006,2019-20,21.0,106.0,0.486
12,1610612763,0021900007,2019-20,43.0,106.9,0.466
13,1610612748,0021900007,2019-20,41.0,110.0,0.603
14,1610612738,0021900008,2019-20,15.0,110.4,0.667
15,1610612755,0021900008,2019-20,20.0,109.1,0.589
16,1610612764,0021900009,2019-20,37.0,108.2,0.347
17,1610612742,0021900009,2019-20,42.0,113.7,0.573
18,1610612752,0021900010,2019-20,31.0,103.8,0.318
19,1610612759,0021900010,2019-20,39.0,110.4,0.451
20,1610612760,0021900011,2019-20,21.0,108.4,0.611
21,1610612762,0021900011,2019-20,26.0,110.0,0.611
22,1610612758,0021900012,2019-20,30.0,107.8,0.431
23,1610612756,0021900012,2019-20,45.0,109.7,0.466
24,1610612743,0021900013,2019-20,36.0,110.1,0.63
25,1610612757,0021900013,2019-20,19.0,111.1,0.473
26,1610612737,0021900014,2019-20,42.0,104.3,0.299
27,1610612765,0021900014,2019-20,56.0,106.1,0.303
28,1610612749,0021900015,2019-20,40.0,110.5,0.767
29,1610612745,0021900015,2019-20,30.0,110.3,0.611
30,1610612746,0021900016,2019-20,68.0,111.1,0.681
31,1610612744,0021900016,2019-20,52.0,102.9,0.231
32,1610612761,0021900017,2019-20,26.0,109.0,0.736
33,1610612738,0021900017,2019-20,24.0,110.4,0.667
34,1610612750,0021900018,2019-20,44.0,105.3,0.297
35,1610612766,0021900018,2019-20,45.0,103.9,0.354
36,1610612752,0021900019,2019-20,52.0,103.8,0.318
37,1610612751,0021900019,2019-20,47.0,106.0,0.486
38,1610612741,0021900020,2019-20,44.0,104.1,0.338
39,1610612763,0021900020,2019-20,40.0,106.9,0.466
40,1610612742,0021900021,2019-20,51.0,113.7,0.573
41,1610612740,0021900021,2019-20,49.0,108.0,0.417
42,1610612764,0021900022,2019-20,30.0,108.2,0.347
43,1610612760,0021900022,2019-20,26.0,108.4,0.611
44,1610612756,0021900023,2019-20,36.0,109.7,0.466
45,1610612743,0021900023,2019-20,32.0,110.1,0.63
46,1610612757,0021900024,2019-20,29.0,111.1,0.473
47,1610612758,0021900024,2019-20,35.0,107.8,0.431
48,1610612762,0021900025,2019-20,34.0,110.0,0.611
49,1610612747,0021900025,2019-20,24.0,109.6,0.732
50,1610612748,0021900026,2019-20,62.0,110.0,0.603
51,1610612749,0021900026,2019-20,36.0,110.5,0.767
52,1610612755,0021900027,2019-20,42.0,109.1,0.589
53,1610612765,0021900027,2019-20,69.0,106.1,0.303
54,1610612753,0021900028,2019-20,28.0,106.1,0.452
55,1610612737,0021900028,2019-20,40.0,104.3,0.299
56,1610612738,0021900029,2019-20,39.0,110.4,0.667
57,1610612752,0021900029,2019-20,22.0,103.8,0.318
58,1610612754,0021900030,2019-20,22.0,107.9,0.616
59,1610612739,0021900030,2019-20,33.0,104.4,0.292
60,1610612761,0021900031,2019-20,40.0,109.0,0.736
61,1610612741,0021900031,2019-20,35.0,104.1,0.338
62,1610612740,0021900032,2019-20,29.0,108.0,0.417
63,1610612745,0021900032,2019-20,23.0,110.3,0.611
64,1610612764,0021900033,2019-20,48.0,108.2,0.347
65,1610612759,0021900033,2019-20,34.0,110.4,0.451
66,1610612758,0021900034,2019-20,44.0,107.8,0.431
67,1610612762,0021900034,2019-20,47.0,110.0,0.611
68,1610612746,0021900035,2019-20,66.0,111.1,0.681
69,1610612756,0021900035,2019-20,43.0,109.7,0.466
70,1610612744,0021900036,2019-20,40.0,102.9,0.231
71,1610612760,0021900036,2019-20,49.0,108.4,0.611
72,1610612751,0021900037,2019-20,38.0,106.0,0.486
73,1610612763,0021900037,2019-20,49.0,106.9,0.466
74,1610612757,0021900038,2019-20,22.0,111.1,0.473
75,1610612742,0021900038,2019-20,32.0,113.7,0.573
76,1610612748,0021900039,2019-20,38.0,110.0,0.603
77,1610612750,0021900039,2019-20,36.0,105.3,0.297
78,1610612766,0021900040,2019-20,17.0,103.9,0.354
79,1610612747,0021900040,2019-20,48.0,109.6,0.732
80,1610612754,0021900041,2019-20,18.0,107.9,0.616
81,1610612765,0021900041,2019-20,46.0,106.1,0.303
82,1610612741,0021900042,2019-20,30.0,104.1,0.338
83,1610612752,0021900042,2019-20,50.0,103.8,0.318
84,1610612755,0021900043,2019-20,24.0,109.1,0.589
85,1610612737,0021900043,2019-20,39.0,104.3,0.299
86,1610612753,0021900044,2019-20,36.0,106.1,0.452
87,1610612761,0021900044,2019-20,18.0,109.0,0.736
88,1610612760,0021900045,2019-20,52.0,108.4,0.611
89,1610612745,0021900045,2019-20,14.0,110.3,0.611
90,1610612739,0021900046,2019-20,43.0,104.4,0.292
91,1610612749,0021900046,2019-20,50.0,110.5,0.767
92,1610612744,0021900047,2019-20,43.0,102.9,0.231
93,1610612740,0021900047,2019-20,61.0,108.0,0.417
94,1610612757,0021900048,2019-20,31.0,111.1,0.473
95,1610612759,0021900048,2019-20,50.0,110.4,0.451
96,1610612762,0021900049,2019-20,19.0,110.0,0.611
97,1610612756,0021900049,2019-20,30.0,109.7,0.466
98,1610612743,0021900050,2019-20,35.0,110.1,0.63
99,1610612758,0021900050,2019-20,41.0,107.8,0.431
100,1610612766,0021900051,2019-20,41.0,103.9,0.354
101,1610612746,0021900051,2019-20,50.0,111.1,0.681
102,1610612737,0021900052,2019-20,48.0,104.3,0.299
103,1610612748,0021900052,2019-20,52.0,110.0,0.603
104,1610612742,0021900053,2019-20,61.0,113.7,0.573
105,1610612743,0021900053,2019-20,22.0,110.1,0.63
106,1610612763,0021900054,2019-20,37.0,106.9,0.466
107,1610612747,0021900054,2019-20,27.0,109.6,0.732
108,1610612741,0021900055,2019-20,41.0,104.1,0.338
109,1610612739,0021900055,2019-20,38.0,104.4,0.292
110,1610612752,0021900056,2019-20,35.0,103.8,0.318
111,1610612753,0021900056,2019-20,30.0,106.1,0.452
112,1610612750,0021900057,2019-20,35.0,105.3,0.297
113,1610612755,0021900057,2019-20,40.0,109.1,0.589
114,1610612749,0021900058,2019-20,37.0,110.5,0.767
115,1610612738,0021900058,2019-20,8.0,110.4,0.667
116,1610612754,0021900059,2019-20,16.0,107.9,0.616
117,1610612751,0021900059,2019-20,36.0,106.0,0.486
118,1610612765,0021900060,2019-20,60.0,106.1,0.303
119,1610612761,0021900060,2019-20,43.0,109.0,0.736
120,1610612745,0021900061,2019-20,37.0,110.3,0.611
121,1610612764,0021900061,2019-20,64.0,108.2,0.347
122,1610612757,0021900062,2019-20,30.0,111.1,0.473
123,1610612760,0021900062,2019-20,33.0,108.4,0.611
124,1610612746,0021900063,2019-20,48.0,111.1,0.681
125,1610612762,0021900063,2019-20,30.0,110.0,0.611
126,1610612766,0021900064,2019-20,41.0,103.9,0.354
127,1610612758,0021900064,2019-20,22.0,107.8,0.431
128,1610612756,0021900065,2019-20,25.0,109.7,0.466
129,1610612744,0021900065,2019-20,45.0,102.9,0.231
130,1610612748,0021900066,2019-20,33.0,110.0,0.603
131,1610612737,0021900066,2019-20,60.0,104.3,0.299
132,1610612743,0021900067,2019-20,59.0,110.1,0.63
133,1610612740,0021900067,2019-20,36.0,108.0,0.417
134,1610612759,0021900068,2019-20,42.0,110.4,0.451
135,1610612746,0021900068,2019-20,44.0,111.1,0.681
136,1610612745,0021900069,2019-20,19.0,110.3,0.611
137,1610612751,0021900069,2019-20,27.0,106.0,0.486
138,1610612739,0021900070,2019-20,33.0,104.4,0.292
139,1610612754,0021900070,2019-20,35.0,107.9,0.616
140,1610612749,0021900071,2019-20,57.0,110.5,0.767
141,1610612753,0021900071,2019-20,32.0,106.1,0.452
142,1610612752,0021900072,2019-20,34.0,103.8,0.318
143,1610612738,0021900072,2019-20,21.0,110.4,0.667
144,1610612765,0021900073,2019-20,45.0,106.1,0.303
145,1610612741,0021900073,2019-20,27.0,104.1,0.338
146,1610612747,0021900074,2019-20,22.0,109.6,0.732
147,1610612742,0021900074,2019-20,38.0,113.7,0.573
148,1610612762,0021900075,2019-20,20.0,110.0,0.611
149,1610612758,0021900075,2019-20,27.0,107.8,0.431
150,1610612759,0021900076,2019-20,68.0,110.4,0.451
151,1610612744,0021900076,2019-20,44.0,102.9,0.231
152,1610612740,0021900077,2019-20,52.0,108.0,0.417
153,1610612760,0021900077,2019-20,53.0,108.4,0.611
154,1610612751,0021900078,2019-20,27.0,106.0,0.486
155,1610612765,0021900078,2019-20,19.0,106.1,0.303
156,1610612743,0021900079,2019-20,25.0,110.1,0.63
157,1610612753,0021900079,2019-20,15.0,106.1,0.452
158,1610612750,0021900080,2019-20,53.0,105.3,0.297
159,1610612764,0021900080,2019-20,62.0,108.2,0.347
160,1610612756,0021900081,2019-20,38.0,109.7,0.466
161,1610612763,0021900081,2019-20,45.0,106.9,0.466
162,1610612761,0021900082,2019-20,22.0,109.0,0.736
163,1610612749,0021900082,2019-20,41.0,110.5,0.767
164,1610612766,0021900083,2019-20,25.0,103.9,0.354
165,1610612744,0021900083,2019-20,17.0,102.9,0.231
166,1610612755,0021900084,2019-20,43.0,109.1,0.589
167,1610612757,0021900084,2019-20,35.0,111.1,0.473
168,1610612741,0021900085,2019-20,30.0,104.1,0.338
169,1610612754,0021900085,2019-20,36.0,107.9,0.616
170,1610612745,0021900086,2019-20,50.0,110.3,0.611
171,1610612748,0021900086,2019-20,54.0,110.0,0.603
172,1610612758,0021900087,2019-20,24.0,107.8,0.431
173,1610612752,0021900087,2019-20,30.0,103.8,0.318
174,1610612747,0021900088,2019-20,36.0,109.6,0.732
175,1610612759,0021900088,2019-20,40.0,110.4,0.451
176,1610612742,0021900089,2019-20,48.0,113.7,0.573
177,1610612739,0021900089,2019-20,42.0,104.4,0.292
178,1610612762,0021900090,2019-20,19.0,110.0,0.611
179,1610612746,0021900090,2019-20,50.0,111.1,0.681
180,1610612765,0021900091,2019-20,31.0,106.1,0.303
181,1610612764,0021900091,2019-20,53.0,108.2,0.347
182,1610612740,0021900092,2019-20,37.0,108.0,0.417
183,1610612751,0021900092,2019-20,24.0,106.0,0.486
184,1610612745,0021900093,2019-20,22.0,110.3,0.611
185,1610612763,0021900093,2019-20,39.0,106.9,0.466
186,1610612749,0021900094,2019-20,35.0,110.5,0.767
187,1610612750,0021900094,2019-20,43.0,105.3,0.297
188,1610612755,0021900095,2019-20,19.0,109.1,0.589
189,1610612756,0021900095,2019-20,19.0,109.7,0.466
190,1610612757,0021900096,2019-20,36.0,111.1,0.473
191,1610612744,0021900096,2019-20,43.0,102.9,0.231
192,1610612754,0021900097,2019-20,25.0,107.9,0.616
193,1610612766,0021900097,2019-20,59.0,103.9,0.354
194,1610612738,0021900098,2019-20,24.0,110.4,0.667
195,1610612739,0021900098,2019-20,40.0,104.4,0.292
196,1610612759,0021900099,2019-20,36.0,110.4,0.451
197,1610612737,0021900099,2019-20,31.0,104.3,0.299
198,1610612747,0021900100,2019-20,48.0,109.6,0.732
199,1610612741,0021900100,2019-20,43.0,104.1,0.338
200,1610612753,0021900101,2019-20,39.0,106.1,0.452
201,1610612760,0021900101,2019-20,26.0,108.4,0.611
202,1610612748,0021900102,2019-20,36.0,110.0,0.603
203,1610612743,0021900102,2019-20,48.0,110.1,0.63
204,1610612752,0021900103,2019-20,32.0,103.8,0.318
205,1610612765,0021900103,2019-20,28.0,106.1,0.303
206,1610612764,0021900104,2019-20,46.0,108.2,0.347
207,1610612754,0021900104,2019-20,43.0,107.9,0.616
208,1610612741,0021900105,2019-20,44.0,104.1,0.338
209,1610612737,0021900105,2019-20,51.0,104.3,0.299
210,1610612758,0021900106,2019-20,43.0,107.8,0.431
211,1610612761,0021900106,2019-20,35.0,109.0,0.736
212,1610612744,0021900107,2019-20,58.0,102.9,0.231
213,1610612745,0021900107,2019-20,17.0,110.3,0.611
214,1610612750,0021900108,2019-20,31.0,105.3,0.297
215,1610612763,0021900108,2019-20,52.0,106.9,0.466
216,1610612753,0021900109,2019-20,31.0,106.1,0.452
217,1610612742,0021900109,2019-20,49.0,113.7,0.573
218,1610612755,0021900110,2019-20,28.0,109.1,0.589
219,1610612762,0021900110,2019-20,28.0,110.0,0.611
220,1610612749,0021900111,2019-20,47.0,110.5,0.767
221,1610612746,0021900111,2019-20,20.0,111.1,0.681
222,1610612738,0021900112,2019-20,34.0,110.4,0.667
223,1610612766,0021900112,2019-20,49.0,103.9,0.354
224,1610612760,0021900113,2019-20,29.0,108.4,0.611
225,1610612759,0021900113,2019-20,27.0,110.4,0.451
226,1610612748,0021900114,2019-20,52.0,110.0,0.603
227,1610612756,0021900114,2019-20,28.0,109.7,0.466
228,1610612757,0021900115,2019-20,31.0,111.1,0.473
229,1610612746,0021900115,2019-20,49.0,111.1,0.681
230,1610612765,0021900116,2019-20,28.0,106.1,0.303
231,1610612754,0021900116,2019-20,51.0,107.9,0.616
232,1610612763,0021900117,2019-20,38.0,106.9,0.466
233,1610612753,0021900117,2019-20,30.0,106.1,0.452
234,1610612739,0021900118,2019-20,34.0,104.4,0.292
235,1610612764,0021900118,2019-20,22.0,108.2,0.347
236,1610612758,0021900119,2019-20,51.0,107.8,0.431
237,1610612737,0021900119,2019-20,39.0,104.3,0.299
238,1610612744,0021900120,2019-20,36.0,102.9,0.231
239,1610612750,0021900120,2019-20,38.0,105.3,0.297
240,1610612761,0021900121,2019-20,34.0,109.0,0.736
241,1610612740,0021900121,2019-20,48.0,108.0,0.417
242,1610612752,0021900122,2019-20,27.0,103.8,0.318
243,1610612742,0021900122,2019-20,30.0,113.7,0.573
244,1610612755,0021900123,2019-20,37.0,109.1,0.589
245,1610612743,0021900123,2019-20,12.0,110.1,0.63
246,1610612749,0021900124,2019-20,14.0,110.5,0.767
247,1610612762,0021900124,2019-20,12.0,110.0,0.611
248,1610612751,0021900125,2019-20,50.0,106.0,0.486
249,1610612757,0021900125,2019-20,31.0,111.1,0.473
250,1610612748,0021900126,2019-20,34.0,110.0,0.603
251,1610612747,0021900126,2019-20,22.0,109.6,0.732
252,1610612738,0021900127,2019-20,43.0,110.4,0.667
253,1610612759,0021900127,2019-20,62.0,110.4,0.451
254,1610612740,0021900128,2019-20,31.0,108.0,0.417
255,1610612766,0021900128,2019-20,48.0,103.9,0.354
256,1610612745,0021900129,2019-20,18.0,110.3,0.611
257,1610612741,0021900129,2019-20,34.0,104.1,0.338
258,1610612742,0021900130,2019-20,67.0,113.7,0.573
259,1610612763,0021900130,2019-20,52.0,106.9,0.466
260,1610612744,0021900131,2019-20,23.0,102.9,0.231
261,1610612760,0021900131,2019-20,44.0,108.4,0.611
262,1610612743,0021900132,2019-20,25.0,110.1,0.63
263,1610612750,0021900132,2019-20,25.0,105.3,0.297
264,1610612754,0021900133,2019-20,37.0,107.9,0.616
265,1610612753,0021900133,2019-20,31.0,106.1,0.452
266,1610612766,0021900134,2019-20,46.0,103.9,0.354
267,1610612755,0021900134,2019-20,47.0,109.1,0.589
268,1610612749,0021900135,2019-20,30.0,110.5,0.767
269,1610612760,0021900135,2019-20,47.0,108.4,0.611
270,1610612739,0021900136,2019-20,34.0,104.4,0.292
271,1610612752,0021900136,2019-20,41.0,103.8,0.318
272,1610612751,0021900137,2019-20,72.0,106.0,0.486
273,1610612756,0021900137,2019-20,45.0,109.7,0.466
274,1610612737,0021900138,2019-20,18.0,104.3,0.299
275,1610612757,0021900138,2019-20,34.0,111.1,0.473
276,1610612761,0021900139,2019-20,43.0,109.0,0.736
277,1610612747,0021900139,2019-20,45.0,109.6,0.732
278,1610612750,0021900140,2019-20,37.0,105.3,0.297
279,1610612765,0021900140,2019-20,37.0,106.1,0.303
280,1610612742,0021900141,2019-20,42.0,113.7,0.573
281,1610612738,0021900141,2019-20,29.0,110.4,0.667
282,1610612745,0021900142,2019-20,34.0,110.3,0.611
283,1610612740,0021900142,2019-20,34.0,108.0,0.417
284,1610612763,0021900143,2019-20,33.0,106.9,0.466
285,1610612759,0021900143,2019-20,53.0,110.4,0.451
286,1610612762,0021900144,2019-20,38.0,110.0,0.611
287,1610612744,0021900144,2019-20,44.0,102.9,0.231
288,1610612761,0021900145,2019-20,35.0,109.0,0.736
289,1610612746,0021900145,2019-20,56.0,111.1,0.681
290,1610612760,0021900146,2019-20,41.0,108.4,0.611
291,1610612754,0021900146,2019-20,28.0,107.9,0.616
292,1610612739,0021900147,2019-20,32.0,104.4,0.292
293,1610612755,0021900147,2019-20,21.0,109.1,0.589
294,1610612765,0021900148,2019-20,48.0,106.1,0.303
295,1610612748,0021900148,2019-20,44.0,110.0,0.603
296,1610612752,0021900149,2019-20,22.0,103.8,0.318
297,1610612741,0021900149,2019-20,53.0,104.1,0.338
298,1610612737,0021900150,2019-20,32.0,104.3,0.299
299,1610612743,0021900150,2019-20,33.0,110.1,0.63
300,1610612747,0021900151,2019-20,47.0,109.6,0.732
301,1610612756,0021900151,2019-20,34.0,109.7,0.466
302,1610612751,0021900152,2019-20,47.0,106.0,0.486
303,1610612762,0021900152,2019-20,33.0,110.0,0.611
304,1610612757,0021900153,2019-20,17.0,111.1,0.473
305,1610612758,0021900153,2019-20,38.0,107.8,0.431
306,1610612763,0021900154,2019-20,44.0,106.9,0.466
307,1610612766,0021900154,2019-20,30.0,103.9,0.354
308,1610612755,0021900155,2019-20,29.0,109.1,0.589
309,1610612753,0021900155,2019-20,36.0,106.1,0.452
310,1610612764,0021900156,2019-20,29.0,108.2,0.347
311,1610612738,0021900156,2019-20,40.0,110.4,0.667
312,1610612746,0021900157,2019-20,45.0,111.1,0.681
313,1610612745,0021900157,2019-20,12.0,110.3,0.611
314,1610612759,0021900158,2019-20,40.0,110.4,0.451
315,1610612750,0021900158,2019-20,47.0,105.3,0.297
316,1610612744,0021900159,2019-20,33.0,102.9,0.231
317,1610612747,0021900159,2019-20,45.0,109.6,0.732
318,1610612761,0021900160,2019-20,37.0,109.0,0.736
319,1610612757,0021900160,2019-20,34.0,111.1,0.473
320,1610612748,0021900161,2019-20,32.0,110.0,0.603
321,1610612739,0021900161,2019-20,36.0,104.4,0.292
322,1610612742,0021900162,2019-20,29.0,113.7,0.573
323,1610612752,0021900162,2019-20,52.0,103.8,0.318
324,1610612741,0021900163,2019-20,49.0,104.1,0.338
325,1610612749,0021900163,2019-20,23.0,110.5,0.767
326,1610612746,0021900164,2019-20,31.0,111.1,0.681
327,1610612740,0021900164,2019-20,34.0,108.0,0.417
328,1610612737,0021900165,2019-20,30.0,104.3,0.299
329,1610612756,0021900165,2019-20,39.0,109.7,0.466
330,1610612751,0021900166,2019-20,31.0,106.0,0.486
331,1610612743,0021900166,2019-20,34.0,110.1,0.63
332,1610612765,0021900167,2019-20,61.0,106.1,0.303
333,1610612766,0021900167,2019-20,44.0,103.9,0.354
334,1610612759,0021900168,2019-20,45.0,110.4,0.451
335,1610612753,0021900168,2019-20,35.0,106.1,0.452
336,1610612754,0021900169,2019-20,58.0,107.9,0.616
337,1610612745,0021900169,2019-20,22.0,110.3,0.611
338,1610612762,0021900170,2019-20,14.0,110.0,0.611
339,1610612763,0021900170,2019-20,32.0,106.9,0.466
340,1610612764,0021900171,2019-20,52.0,108.2,0.347
341,1610612750,0021900171,2019-20,32.0,105.3,0.297
342,1610612755,0021900172,2019-20,11.0,109.1,0.589
343,1610612760,0021900172,2019-20,22.0,108.4,0.611
344,1610612738,0021900173,2019-20,17.0,110.4,0.667
345,1610612744,0021900173,2019-20,42.0,102.9,0.231
346,1610612758,0021900174,2019-20,37.0,107.8,0.431
347,1610612747,0021900174,2019-20,29.0,109.6,0.732
348,1610612751,0021900175,2019-20,35.0,106.0,0.486
349,1610612741,0021900175,2019-20,25.0,104.1,0.338
350,1610612749,0021900176,2019-20,32.0,110.5,0.767
351,1610612754,0021900176,2019-20,21.0,107.9,0.616
352,1610612766,0021900177,2019-20,32.0,103.9,0.354
353,1610612752,0021900177,2019-20,39.0,103.8,0.318
354,1610612740,0021900178,2019-20,53.0,108.0,0.417
355,1610612748,0021900178,2019-20,34.0,110.0,0.603
356,1610612745,0021900179,2019-20,28.0,110.3,0.611
357,1610612750,0021900179,2019-20,23.0,105.3,0.297
358,1610612761,0021900180,2019-20,23.0,109.0,0.736
