,INTERVAL,PROB_WIN_SERIES
0,"[-0.5, -0.25)",0.618421052631579
1,"[-0.25, 0.0)",0.5681818181818182
2,"[0.0, 0.25)",0.5408560311284046
3,"[0.25, 0.5)",0.5227272727272727
4,"[0.5, 0.75)",0.5105105105105106
5,"[0.75, 1.0)",0.5043731778425656
6,"[1.0, 1.25)",0.5014409221902018
7,"[1.25, 1.5)",0.498567335243553
8,"[1.5, 1.75)",0.4985754985754986
